Navn;Kodeverdi;Eier;Status;Oppdatert;Versjons ID;Beskrivelse;Gyldig fra;Gyldig til;ID;Mer generelt begrep
1264;1264;Kartverket;Utgått;29.11.2017;1;Austrheim;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1264/0ae0a77a-8c90-4be4-9d17-b9a8a7da6abf;
1265;1265;Kartverket;Utgått;29.11.2017;1;Fedje;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1265/373cb9c9-3c7a-481d-b754-833e851614a4;
1266;1266;Kartverket;Utgått;29.11.2017;1;Masfjorden;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1266/e2e76f5d-49dc-4b8d-a555-8fcc1d97609e;
1401;1401;Kartverket;Utgått;29.11.2017;1;Flora;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1401/6feebc9f-0864-4b74-8d16-36e5233e4055;
1411;1411;Kartverket;Utgått;29.11.2017;1;Gulen;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1411/eb321dd2-bdd4-42c0-a7a9-96355b3a4509;
1412;1412;Kartverket;Utgått;29.11.2017;1;Solund;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1412/abc6b5db-ffab-493f-bb0e-612bd56d0d0b;
1413;1413;Kartverket;Utgått;29.11.2017;1;Hyllestad;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1413/f0a9d656-af19-4f4d-8fda-6f319c0b56fc;
1416;1416;Kartverket;Utgått;29.11.2017;1;Høyanger;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1416/b1c32d8c-564c-4f88-bfb5-60eb82c7feaf;
1417;1417;Kartverket;Utgått;29.11.2017;1;Vik;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1417/a609d1af-fa79-4e18-b51d-f8b11c0759cc;
1418;1418;Kartverket;Utgått;29.11.2017;1;Balestrand;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1418/63edfc48-9928-4893-b71e-61ca412d461c;
1419;1419;Kartverket;Utgått;29.11.2017;1;Leikanger;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1419/1cf490d7-e491-4a4a-893d-cfc7de3633c8;
1420;1420;Kartverket;Utgått;29.11.2017;1;Sogndal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1420/4e38ec2a-e0e6-4c58-b946-d290b4ca6cde;
1421;1421;Kartverket;Utgått;29.11.2017;1;Aurland;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1421/c9542730-f3c0-40a7-bfd3-f8eb44eaf6a7;
1422;1422;Kartverket;Utgått;29.11.2017;1;Lærdal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1422/83b01c43-5241-40d0-8b54-3b14db9400ba;
1424;1424;Kartverket;Utgått;29.11.2017;1;Årdal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1424/59e41c6c-9ccf-45eb-a6b6-50e5eebcc1b4;
1426;1426;Kartverket;Utgått;29.11.2017;1;Luster;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1426/ea3dc533-dfec-41e9-bdc8-a9fbda164a8c;
1428;1428;Kartverket;Utgått;29.11.2017;1;Askvoll;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1428/0e111e44-0423-4e08-8722-36843bc554a9;
1429;1429;Kartverket;Utgått;29.11.2017;1;Fjaler;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1429/6658c7ca-cc1f-41bb-8e58-89d948e91522;
1430;1430;Kartverket;Utgått;29.11.2017;1;Gaular;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1430/4dab656a-cd86-40f3-ba65-4cb9111832d8;
1431;1431;Kartverket;Utgått;29.11.2017;1;Jølster;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1431/c25cfd0c-a425-4325-822a-9f94aba1382a;
1432;1432;Kartverket;Utgått;29.11.2017;1;Førde;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1432/b60b3a37-124a-4255-bd95-db703f3574e0;
1433;1433;Kartverket;Utgått;29.11.2017;1;Naustdal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1433/3012726c-5e5b-44ac-b266-01546221dd1d;
1438;1438;Kartverket;Utgått;29.11.2017;1;Bremanger;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1438/6e5f9789-b193-41dc-9136-920f706841aa;
1439;1439;Kartverket;Utgått;29.11.2017;1;Vågsøy;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1439/02dd7a4a-e3f5-4f40-b481-0dcbda20c0aa;
1441;1441;Kartverket;Utgått;29.11.2017;1;Selje;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1441/7e6b3c17-84a3-428f-ba28-d22991d53b04;
1443;1443;Kartverket;Utgått;29.11.2017;1;Eid;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1443/759083c4-7c73-495b-88e1-1251480e67c2;
1444;1444;Kartverket;Utgått;29.11.2017;1;Hornindal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1444/d915bd50-7a0a-4bd9-a047-c52b2eca4d35;
1445;1445;Kartverket;Utgått;29.11.2017;1;Gloppen;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1445/4c12db81-f1ee-4f0e-a09c-04bf765894f7;
1449;1449;Kartverket;Utgått;29.11.2017;1;Stryn;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1449/6c798a0d-1b41-4075-8cfa-e471512af1b8;
1502;1502;Kartverket;Utgått;29.11.2017;1;Molde;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1502/d264e8fd-c759-4c65-b241-603afcd8a9a4;
1503;1503;Kartverket;Utgått;15.10.2019;1;Kristiansund;;31.12.2007 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1503/2538055f-66cd-4e42-bd53-c895c8ffba40;
1504;1504;Kartverket;Utgått;29.11.2017;1;Ålesund;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1504/20404fcf-3d00-4eb1-80eb-898e4c16e8ba;
1505;1505;Kartverket;Gyldig;29.11.2017;1;Kristiansund;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1505/bc778256-e16d-4fbd-bc44-8aaf12bb8a2d;
1506;1506;Kartverket;Gyldig;03.05.2019;1;Molde;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1506/c385faa5-d7b8-430e-a6b3-f4d3d7a68bde;
1507;1507;Kartverket;Gyldig;03.05.2019;1;Ålesund;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1507/3720cfa0-4c47-4db2-bf1c-95d685403965;
1511;1511;Kartverket;Gyldig;29.11.2017;1;Vanylven;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1511/15ed1c19-586d-49ff-ade9-f2e004c19d87;
1514;1514;Kartverket;Gyldig;29.11.2017;1;Sande i Møre og Romsdal;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1514/b9f78267-a95b-4242-a151-0a6facfdaff4;
1515;1515;Kartverket;Gyldig;29.11.2017;1;Herøy i Møre og Romsdal;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1515/5dba6533-59f4-4d67-ab3e-2ad4d008ebcd;
1516;1516;Kartverket;Gyldig;29.11.2017;1;Ulstein;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1516/6d31cee4-eafc-4973-8326-fef67eafee1a;
1517;1517;Kartverket;Gyldig;29.11.2017;1;Hareid;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1517/ab47c910-7f83-4be0-9acb-91272dd6ac3e;
1519;1519;Kartverket;Utgått;29.11.2017;1;Volda;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1519/52b03146-a554-472e-84d9-eeb56e33ce77;
1520;1520;Kartverket;Gyldig;29.11.2017;1;Ørsta;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1520/9bdee93c-03af-4b70-a6ad-35653d1465a4;
1523;1523;Kartverket;Utgått;29.11.2017;1;Ørskog;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1523/e0a1d6a9-9c1d-40e7-a7fb-bc335627cda2;
1524;1524;Kartverket;Utgått;29.11.2017;1;Norddal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1524/4e2b0cae-5723-4cb9-ab54-a2cd51768290;
1525;1525;Kartverket;Gyldig;29.11.2017;1;Stranda;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1525/1a0e6b7e-5268-4da9-ae39-cbb3e8976203;
1526;1526;Kartverket;Utgått;29.11.2017;1;Stordal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1526/23005ae3-0c3c-4c4c-b325-7329c2506001;
1528;1528;Kartverket;Gyldig;29.11.2017;1;Sykkylven;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1528/d25179b8-1310-4a15-ac51-4b435d45f0cb;
1529;1529;Kartverket;Utgått;29.11.2017;1;Skodje;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1529/db5949cf-bb5a-4a99-bdb8-3ae095946c12;
1531;1531;Kartverket;Gyldig;29.11.2017;1;Sula;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1531/93fe2150-cdf6-4cf9-9162-11f7a886127c;
1532;1532;Kartverket;Gyldig;29.11.2017;1;Giske;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1532/37527fe7-14ee-46dc-bd80-7ae5bc442066;
1534;1534;Kartverket;Utgått;29.11.2017;1;Haram;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1534/e9897d48-f056-4c90-9d01-f456ea0dce0f;
1535;1535;Kartverket;Gyldig;29.11.2017;1;Vestnes;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1535/c1938d6a-df63-44c2-a79c-ebf179927203;
1539;1539;Kartverket;Gyldig;29.11.2017;1;Rauma;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1539/6439cd7f-5423-4d32-8e4b-df3bb6f3fc42;
1543;1543;Kartverket;Utgått;29.11.2017;1;Nesset;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1543/3514f0fc-8667-4a41-a32c-6d9bead2ccf0;
1545;1545;Kartverket;Utgått;29.11.2017;1;Midsund;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1545/22f730a7-027e-4374-ac81-8fcc5ea078ea;
1546;1546;Kartverket;Utgått;29.11.2017;1;Sandøy;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1546/6cbcee83-1ec9-4326-8fc5-e63b0e0794f1;
1547;1547;Kartverket;Gyldig;29.11.2017;1;Aukra;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1547/41e8c399-af12-4466-942f-f746099555e6;
1548;1548;Kartverket;Utgått;29.11.2017;1;Fræna;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1548/a784c093-62ab-446e-822d-8a30d7bc26b5;
1551;1551;Kartverket;Utgått;29.11.2017;1;Eide;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1551/b8084280-6dab-40dc-9876-b5a68fe95d31;
1554;1554;Kartverket;Gyldig;29.11.2017;1;Averøy;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1554/6aebb99c-8bd7-40b7-a1c6-60037ad8038d;
1556;1556;Kartverket;Utgått;14.10.2019;1;Frei;;31.12.2007 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1556/1c5de528-ff66-4d2d-9c1d-0c474f1650da;
1557;1557;Kartverket;Gyldig;29.11.2017;1;Gjemnes;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1557/2c7c6069-3fee-4eba-bbf0-f30d4cb508f8;
1560;1560;Kartverket;Gyldig;29.11.2017;1;Tingvoll;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1560/d6f36da9-0a81-4083-b02d-1b1592cb5041;
1563;1563;Kartverket;Gyldig;29.11.2017;1;Sunndal;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1563/515a0e8c-71dc-4670-a59b-76ea17dfd519;
1566;1566;Kartverket;Gyldig;29.11.2017;1;Surnadal;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1566/008e22a9-09ea-4f48-bf71-a0abf4acb691;
1567;1567;Kartverket;Utgått;02.01.2019;1;Rindal;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1567/adc88434-3c96-4758-b847-c96f9b1b70ac;
1569;1569;Kartverket;Utgått;29.11.2017;1;Aure;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1569/13fe3f7d-3738-47b3-afd1-b75134f14859;
1571;1571;Kartverket;Utgått;29.11.2017;1;Halsa;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1571/f350517f-661f-4caa-87ee-444da30cd6a1;
1572;1572;Kartverket;Utgått;29.11.2017;1;Tustna;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1572/94bf4500-8e81-4527-b3ba-87a3998c60c9;
1573;1573;Kartverket;Gyldig;29.11.2017;1;Smøla;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1573/71c2b852-2f73-4d53-bbd1-1d962e12f456;
1576;1576;Kartverket;Gyldig;29.11.2017;1;Aure;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1576/a4fbd437-0965-4ccb-a6f2-edc3f620cf76;
1577;1577;Kartverket;Gyldig;03.05.2019;1;Volda;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1577/f1faa71d-cfe3-43bc-9ddf-d23fba3ee4fe;
1578;1578;Kartverket;Gyldig;03.05.2019;1;Fjord;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1578/a3ee1e21-38d1-4725-bfb0-ddbb74c5f7dc;
1579;1579;Kartverket;Gyldig;03.05.2019;1;Hustadvika;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1579/f23c800c-ce9a-4e66-81a4-0a389e50a30d;
1601;1601;Kartverket;Utgått;29.11.2017;1;Trondheim;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1601/70605638-b2f9-4af6-ba8f-7e22028807d0;
1612;1612;Kartverket;Utgått;29.11.2017;1;Hemne;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1612/bf09a2ed-47fa-44d6-bbcb-63aa93526aac;
1613;1613;Kartverket;Utgått;29.11.2017;1;Snillfjord;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1613/e32468e8-65b5-4e42-860f-b261f8d65d51;
1617;1617;Kartverket;Utgått;29.11.2017;1;Hitra;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1617/4a343309-b089-46bd-b619-6839e1894223;
1620;1620;Kartverket;Utgått;29.11.2017;1;Frøya;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1620/f04f9725-3508-4470-b904-4a2f97cf67df;
1621;1621;Kartverket;Utgått;29.11.2017;1;Ørland;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1621/7192f625-ced5-431f-b1f5-d72026ad4871;
1622;1622;Kartverket;Utgått;29.11.2017;1;Agdenes;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1622/94bb81cd-323b-44e4-beea-9d53c6641acb;
1624;1624;Kartverket;Utgått;29.11.2017;1;Rissa;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1624/f7af6fab-9691-4b90-8bbc-61a4fb37ef0c;
1627;1627;Kartverket;Utgått;29.11.2017;1;Bjugn;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1627/8d7d1605-d2dc-444f-a0b7-a9d1a1d4096e;
1630;1630;Kartverket;Utgått;29.11.2017;1;Åfjord;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1630/a09bd8b7-714e-4c95-99cf-9e5309d9cdd7;
1632;1632;Kartverket;Utgått;29.11.2017;1;Roan;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1632/12dd14e6-04ee-4df5-8d87-0242f546151c;
1633;1633;Kartverket;Utgått;29.11.2017;1;Osen;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1633/d88accdd-8263-40d0-9fcb-23f77c4e7b7d;
1634;1634;Kartverket;Utgått;29.11.2017;1;Oppdal;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1634/4ffa3adb-983c-4e22-9bc5-746675f5c6c3;
1635;1635;Kartverket;Utgått;29.11.2017;1;Rennebu;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1635/867d9087-c087-4e62-bf4d-a2e49e242135;
1636;1636;Kartverket;Utgått;29.11.2017;1;Meldal;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1636/d88bed03-7ede-4e3b-983e-131d75ee65ce;
1638;1638;Kartverket;Utgått;29.11.2017;1;Orkdal;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1638/149f0943-db97-433c-a55b-1e068502e141;
1640;1640;Kartverket;Utgått;29.11.2017;1;Røros;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1640/ed30d06f-c43f-4086-a9c3-a60f30c74c3e;
1644;1644;Kartverket;Utgått;29.11.2017;1;Holtålen;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1644/7339269c-5a1b-415e-80b1-2781a310fc01;
1648;1648;Kartverket;Utgått;29.11.2017;1;Midtre Gauldal;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1648/5c2bd62e-9f32-4b64-b5d1-50e64f1f3298;
1653;1653;Kartverket;Utgått;29.11.2017;1;Melhus;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1653/9ef9792c-a429-4cb5-826b-1afbce4ce05d;
1657;1657;Kartverket;Utgått;29.11.2017;1;Skaun;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1657/348a4c03-19bd-4be7-92f3-f997dfae08ad;
1662;1662;Kartverket;Utgått;29.11.2017;1;Klæbu;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1662/89acdd2d-038f-4e26-ac36-282cd667397f;
1663;1663;Kartverket;Utgått;29.11.2017;1;Malvik;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1663/00a184fd-d41a-40f1-a1d2-3cb6b14c6f1f;
1664;1664;Kartverket;Utgått;29.11.2017;1;Selbu;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1664/d3f06674-32e5-4dfe-a0b8-ec448fc87130;
1665;1665;Kartverket;Utgått;29.11.2017;1;Tydal;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1665/0ecfbb45-2157-487c-832b-fc5f59ea4152;
1702;1702;Kartverket;Utgått;29.11.2017;1;Steinkjer;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1702/3108d362-6e1b-4dfd-9809-766e7fc0922f;
1703;1703;Kartverket;Utgått;29.11.2017;1;Namsos;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1703/ae3859c4-bb8a-495d-b29a-cb1ebadf0991;
1711;1711;Kartverket;Utgått;29.11.2017;1;Meråker;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1711/e6c891d7-6c26-472d-976a-5ef28bf5d35d;
1714;1714;Kartverket;Utgått;29.11.2017;1;Stjørdal;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1714/b131e2c3-bab6-471c-86dd-2f1d053c958f;
1717;1717;Kartverket;Utgått;29.11.2017;1;Frosta;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1717/74a42da9-229e-467c-8eb9-a69fff66f7a2;
1718;1718;Kartverket;Utgått;29.11.2017;1;Leksvik;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1718/5cd2e3c9-66b5-4144-857d-477fdc4df509;
1719;1719;Kartverket;Utgått;29.11.2017;1;Levanger;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1719/17fb6515-c7d7-492a-8e1b-ae6c5ed7cc11;
1721;1721;Kartverket;Utgått;29.11.2017;1;Verdal;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1721/c6de7665-fc87-4d94-9d05-2fad56fd1de8;
1723;1723;Kartverket;Utgått;29.11.2017;1;Mosvik;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1723/cb1bdbe3-e37d-4221-8b9e-0cd2fbddd4bb;
1724;1724;Kartverket;Utgått;29.11.2017;1;Verran;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1724/effa6b85-f4f2-4b45-a23a-31f12db53fd9;
1725;1725;Kartverket;Utgått;29.11.2017;1;Namdalseid;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1725/0e00369b-5ce4-4d6f-8e31-56da12b0e04c;
1729;1729;Kartverket;Utgått;29.11.2017;1;Inderøy;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1729/d582a6c4-741d-4142-8335-c5ef7ef64f87;
1736;1736;Kartverket;Utgått;29.11.2017;1;Snåase – Snåsa;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1736/b56c0f0a-4b71-43ff-a029-b9760d87e1b2;
1738;1738;Kartverket;Utgått;29.11.2017;1;Lierne;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1738/cd681161-6c39-4feb-9a5c-9f7b759c12ee;
1739;1739;Kartverket;Utgått;29.11.2017;1;Raarvihke – Røyrvik;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1739/389731a0-b7fc-4f30-9240-f8ccbc556460;
1740;1740;Kartverket;Utgått;29.11.2017;1;Namsskogan;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1740/eca50297-16e0-433c-9691-77d58fd25bfd;
1742;1742;Kartverket;Utgått;29.11.2017;1;Grong;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1742/8ff0e61d-82bc-4571-921c-d0d870776def;
1743;1743;Kartverket;Utgått;29.11.2017;1;Høylandet;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1743/9e603cd2-bb0d-43b7-a1f9-264f003e78ec;
1744;1744;Kartverket;Utgått;29.11.2017;1;Overhalla;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1744/a47741fc-bef0-4366-9fd1-acb042a37253;
1748;1748;Kartverket;Utgått;29.11.2017;1;Fosnes;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1748/d6024eb9-bdab-4c9e-9dcc-cc183e3f7b51;
1749;1749;Kartverket;Utgått;29.11.2017;1;Flatanger;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1749/26cb824f-0823-4fc2-ae07-ed52b16cad27;
1750;1750;Kartverket;Utgått;29.11.2017;1;Vikna;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1750/5b83c614-6cb5-4572-8c6e-b950b0432691;
1751;1751;Kartverket;Utgått;29.11.2017;1;Nærøy;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1751/4d83a095-7c1d-49e1-9ec2-8f821838882c;
1755;1755;Kartverket;Utgått;29.11.2017;1;Leka;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1755/dd0e6146-fbb6-4e9e-be3d-30ce2c5ed012;
1756;1756;Kartverket;Utgått;29.11.2017;1;Inderøy;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1756/bcc3698e-411a-42ad-8253-1804d8b86036;
1804;1804;Kartverket;Gyldig;29.11.2017;1;Bodø;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1804/4c048329-5e9a-48ad-b5d3-1a7d9693ea1a;
1805;1805;Kartverket;Utgått;29.11.2017;1;Narvik;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1805/83cbe305-2572-4d92-9e2d-296057b5a6b4;
1806;1806;Kartverket;Gyldig;03.05.2019;1;Narvik ;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1806/c34891d6-0a0f-4e86-a300-66f16ee0f02e;
1811;1811;Kartverket;Gyldig;29.11.2017;1;Bindal;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1811/5437dade-d334-4917-b3fc-9d3aa736129e;
1812;1812;Kartverket;Gyldig;29.11.2017;1;Sømna;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1812/e58fd39b-c297-4c1e-af9c-2117d7a29893;
1813;1813;Kartverket;Gyldig;29.11.2017;1;Brønnøy;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1813/ba57cf6f-a2de-42cf-8cc1-8bb345699034;
1815;1815;Kartverket;Gyldig;29.11.2017;1;Vega;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1815/85ae0678-6453-4c57-9d11-725720974348;
1816;1816;Kartverket;Gyldig;29.11.2017;1;Vevelstad;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1816/2588abb1-165e-48c6-af19-463b8bc70702;
1818;1818;Kartverket;Gyldig;29.11.2017;1;Herøy i Nordland;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1818/6ba4e2bb-c661-420d-90a9-e49bff113ecb;
