Navn;Kodeverdi;Eier;Status;Oppdatert;Versjons ID;Beskrivelse;Gyldig fra;Gyldig til;ID;Mer generelt begrep
0708;0708;Kartverket;Utgått;29.11.2017;1;Stavern;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0708/4e625025-939a-4a3d-8604-9264e0ef8d10;
0709;0709;Kartverket;Utgått;29.11.2017;1;Larvik;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0709/23274da9-b873-4934-9b0b-3e07514e6dde;
0710;0710;Kartverket;Utgått;29.11.2017;1;Sandefjord;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0710/b173cddb-9ff9-4966-95ab-43411003bf8f;
0711;0711;Kartverket;Utgått;29.11.2017;1;Svelvik;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0711/ec86c4ab-4133-484f-b497-47b7731f9179;
0712;0712;Kartverket;Utgått;29.11.2017;1;Larvik;01.01.2018 00.00.00;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0712/f312cdb9-d4a4-4a92-bdc4-0efdc4e614ac;
0713;0713;Kartverket;Utgått;29.11.2017;1;Sande i Vestfold;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0713/ce9a810a-fe3c-49eb-9d9b-c55955e3b2d7;
0714;0714;Kartverket;Utgått;29.11.2017;1;Hof;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0714/d4a715da-f56a-41bf-b443-b00866c4279f;
0715;0715;Kartverket;Utgått;29.11.2017;1;Holmestrand;01.01.2018 00.00.00;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0715/41a3e748-8725-41fe-bc06-379737441009;
0716;0716;Kartverket;Utgått;29.11.2017;1;Re;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0716/8a6b8274-e417-488f-9870-3f90e6af30c5;
0717;0717;Kartverket;Utgått;29.11.2017;1;Borre;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0717/bf9dace3-3d77-4eb8-a593-0275e5e3cab2;
0718;0718;Kartverket;Utgått;29.11.2017;1;Ramnes;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0718/aafd70e3-e667-4966-80f8-74854d84075e;
0719;0719;Kartverket;Utgått;29.11.2017;1;Andebu;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0719/7b484c3a-6060-4722-b045-b4200ac8b1be;
0720;0720;Kartverket;Utgått;29.11.2017;1;Stokke;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0720/346e88ea-4582-4245-bddb-5cc4cdd42c36;
0721;0721;Kartverket;Utgått;29.11.2017;1;Sem;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0721/570d6adc-031f-42af-ac41-89fc413aa02d;
0722;0722;Kartverket;Utgått;29.11.2017;1;Nøtterøy;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0722/64ffca97-69f9-402e-98af-ee6b9fa133df;
0723;0723;Kartverket;Utgått;29.11.2017;1;Tjøme;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0723/67a57db3-c24d-4f52-b4be-956791df0da6;
0725;0725;Kartverket;Utgått;29.11.2017;1;Tjølling;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0725/1688e615-a56d-4154-a847-992738ef6bd5;
0726;0726;Kartverket;Utgått;29.11.2017;1;Brunlanes;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0726/5ae2e6b5-e1b3-4e1e-9a05-340b4cf3aec6;
0727;0727;Kartverket;Utgått;29.11.2017;1;Hedrum;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0727/84ce8caf-8b45-4618-8a94-2f7a4bc498c0;
0728;0728;Kartverket;Utgått;29.11.2017;1;Lardal;;01.01.2018 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0728/41ca74e3-2ffb-4e23-8826-081e2adba019;
0729;0729;Kartverket;Utgått;29.11.2017;1;Færder;01.01.2018 00.00.00;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0729/0881780c-18c1-4d45-acfe-eda2513f1076;
0805;0805;Kartverket;Utgått;29.11.2017;1;Porsgrunn;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0805/4976916d-c116-4c61-b8ea-e3839678d6fd;
0806;0806;Kartverket;Utgått;29.11.2017;1;Skien;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0806/b8065527-b221-4551-80e4-53b1e65822fa;
0807;0807;Kartverket;Utgått;29.11.2017;1;Notodden;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0807/85c1efe4-9050-44cc-bf8e-8668ada150a2;
0811;0811;Kartverket;Utgått;29.11.2017;1;Siljan;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0811/3f2db48e-de0b-4d79-a023-a48fa4fb23ff;
0814;0814;Kartverket;Utgått;29.11.2017;1;Bamble;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0814/df94c654-ca1c-4dae-9f76-12eb119a4efd;
0815;0815;Kartverket;Utgått;29.11.2017;1;Kragerø;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0815/b4715ec3-4231-4811-bf5d-74e48c7d0a5a;
0817;0817;Kartverket;Utgått;29.11.2017;1;Drangedal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0817/ced96af6-2fcf-4650-93e7-499630edc009;
0819;0819;Kartverket;Utgått;29.11.2017;1;Nome;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0819/64e018b7-f8d7-4b5f-b8b1-4e2f2c335ed4;
0821;0821;Kartverket;Utgått;29.11.2017;1;Bø i Telemark;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0821/96b9d460-8f5e-4976-b427-81f29c8f04db;
0822;0822;Kartverket;Utgått;29.11.2017;1;Sauherad;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0822/c149996d-fc67-4e83-ad31-5378ea52b9f8;
0826;0826;Kartverket;Utgått;29.11.2017;1;Tinn;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0826/ae0b2b8d-6cbf-43a0-a257-44362598361f;
0827;0827;Kartverket;Utgått;29.11.2017;1;Hjartdal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0827/92440347-f44c-4cc6-b02f-e92efa2c9aa6;
0828;0828;Kartverket;Utgått;29.11.2017;1;Seljord;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0828/f12ea7dd-fc28-4719-85a1-4529f9881b96;
0829;0829;Kartverket;Utgått;29.11.2017;1;Kviteseid;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0829/f0db57a3-6391-4df0-b69c-1a09ea8e39f8;
0830;0830;Kartverket;Utgått;29.11.2017;1;Nissedal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0830/cb23f098-a768-4ece-8e04-f93e914d06dd;
0831;0831;Kartverket;Utgått;29.11.2017;1;Fyresdal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0831/0962ee08-3829-4c85-b10a-bf5897795be7;
0833;0833;Kartverket;Utgått;29.11.2017;1;Tokke;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0833/dc2419a8-0196-4dd3-a05e-a9a8768217d1;
0834;0834;Kartverket;Utgått;29.11.2017;1;Vinje;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0834/899df684-45b5-433e-8ea5-7cd4f1062aac;
0901;0901;Kartverket;Utgått;29.11.2017;1;Risør;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0901/3cba1675-2720-4698-8771-4c09484c94ed;
0903;0903;Kartverket;Utgått;29.11.2017;1;Arendal;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0903/57bba8bb-28dc-42c1-993e-0a67fdf5d749;
0904;0904;Kartverket;Utgått;29.11.2017;1;Grimstad;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0904/da747983-9c67-4206-8ab2-a6e400d6cd86;
0906;0906;Kartverket;Utgått;29.11.2017;1;Arendal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0906/dffcba2f-e772-4a90-aba3-34a7bc5c148c;
0911;0911;Kartverket;Utgått;29.11.2017;1;Gjerstad;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0911/7153486b-8068-43f5-90d1-807c14bdbf80;
0912;0912;Kartverket;Utgått;29.11.2017;1;Vegårshei;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0912/9ccdc997-1803-495f-8de7-11bb48bdad85;
0914;0914;Kartverket;Utgått;29.11.2017;1;Tvedestrand;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0914/7d37cd33-59c0-4496-b823-1c9943f88f0b;
0918;0918;Kartverket;Utgått;29.11.2017;1;Moland;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0918/1864b8d1-824b-4b55-8f50-65fe73338131;
0919;0919;Kartverket;Utgått;29.11.2017;1;Froland;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0919/fc95f926-f640-41da-990d-8d5609aeff5d;
0920;0920;Kartverket;Utgått;29.11.2017;1;Øyestad;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0920/c35ee4b7-1fe3-4e1a-9e97-5594a6ab1e12;
0921;0921;Kartverket;Utgått;29.11.2017;1;Tromøy;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0921/2e4e2c2a-6281-4920-9aa5-f06bf6c05329;
0922;0922;Kartverket;Utgått;29.11.2017;1;Hisøy;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0922/4cbc6f83-1953-4a62-bdd7-583548e62399;
0926;0926;Kartverket;Utgått;29.11.2017;1;Lillesand;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0926/6488816b-5b41-4601-a340-c0c81e1b0265;
0928;0928;Kartverket;Utgått;29.11.2017;1;Birkenes;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0928/ac20a6b4-4db2-4edd-a16c-7fa11b9acad2;
0929;0929;Kartverket;Utgått;29.11.2017;1;Åmli;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0929/5337391f-379a-42a1-9bf4-328254b5efff;
0935;0935;Kartverket;Utgått;29.11.2017;1;Iveland;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0935/832da70e-ce18-43f5-8e92-0dd9633d0474;
0937;0937;Kartverket;Utgått;29.11.2017;1;Evje og Hornnes;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0937/d11383e2-f6f3-4593-b211-1dc3841dd503;
0938;0938;Kartverket;Utgått;29.11.2017;1;Bygland;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0938/78eab3f4-affd-4663-a30f-ca1e265dccff;
0940;0940;Kartverket;Utgått;29.11.2017;1;Valle;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0940/58bb7c56-af05-436c-9522-b74f75f63b38;
0941;0941;Kartverket;Utgått;29.11.2017;1;Bykle;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/0941/86fed7cf-b487-4a17-827c-ed204474e88f;
1001;1001;Kartverket;Utgått;29.11.2017;1;Kristiansand;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1001/acfc4a03-50ee-4d82-bc95-3129d7432485;
1002;1002;Kartverket;Utgått;29.11.2017;1;Mandal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1002/d9452ae7-7934-42d0-9d64-d88c784bb852;
1003;1003;Kartverket;Utgått;29.11.2017;1;Farsund;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1003/c8abfa38-bd56-45fe-aa59-924f45a85980;
1004;1004;Kartverket;Utgått;29.11.2017;1;Flekkefjord;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1004/56c82291-5f56-47df-80a5-b79a029e4724;
1014;1014;Kartverket;Utgått;29.11.2017;1;Vennesla;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1014/bde777a0-04c9-41c1-80aa-9737e3cb02a1;
1017;1017;Kartverket;Utgått;29.11.2017;1;Songdalen;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1017/5657b7ec-37ea-4b44-9125-59e4fc7f1045;
1018;1018;Kartverket;Utgått;29.11.2017;1;Søgne;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1018/624b86f5-7942-47c1-b9a5-1950d8d06ef2;
1021;1021;Kartverket;Utgått;29.11.2017;1;Marnardal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1021/ff5fa284-60c0-4251-bad2-f09306bfbf49;
1026;1026;Kartverket;Utgått;29.11.2017;1;Åseral;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1026/d1761e89-fe9f-4adf-bb7e-6377fada7d81;
1027;1027;Kartverket;Utgått;29.11.2017;1;Audnedal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1027/6c60143c-2c80-4bbe-abf3-12fb492ca383;
1029;1029;Kartverket;Utgått;29.11.2017;1;Lindesnes;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1029/3d339932-2d2e-400a-a763-7acd589a55d6;
1032;1032;Kartverket;Utgått;29.11.2017;1;Lyngdal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1032/0fd6cb13-0c84-4761-b4fe-d7e56af325fa;
1034;1034;Kartverket;Utgått;29.11.2017;1;Hægebostad;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1034/37008217-64f7-46a3-a476-3655c5420c10;
1037;1037;Kartverket;Utgått;29.11.2017;1;Kvinesdal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1037/32679a0c-8838-4642-9a02-a370012ca869;
1046;1046;Kartverket;Utgått;29.11.2017;1;Sirdal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1046/4c29df78-b2b9-41f7-82e5-248f67ebfe82;
1101;1101;Kartverket;Gyldig;29.11.2017;1;Eigersund;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1101/52a73b0e-33f5-4d24-839e-985adc966fa8;
1102;1102;Kartverket;Utgått;29.11.2017;1;Sandnes;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1102/108637ab-a631-4371-b995-d06b8bc82e7c;
1103;1103;Kartverket;Gyldig;29.11.2017;1;Stavanger;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1103/e34ed40e-c4d1-4098-a06d-c00b7be2faa1;
1106;1106;Kartverket;Gyldig;29.11.2017;1;Haugesund;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1106/d9453983-3045-4f74-9425-c36c24fc200b;
1108;1108;Kartverket;Gyldig;03.05.2019;1;Sandnes;01.01.2020 00.00.00;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1108/04563efa-8479-4aa3-8788-4b7901eecbb4;
1111;1111;Kartverket;Gyldig;29.11.2017;1;Sokndal;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1111/c811a8c7-9172-43c6-9f32-4dc7e7c3d479;
1112;1112;Kartverket;Gyldig;29.11.2017;1;Lund;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1112/048d87b8-86d0-4432-8c0c-afbdcf8ba40f;
1114;1114;Kartverket;Gyldig;29.11.2017;1;Bjerkreim;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1114/8b921580-0956-4a99-b676-12939734ad9c;
1119;1119;Kartverket;Gyldig;29.11.2017;1;Hå;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1119/55abab3b-85ed-493a-b89a-33b78f15ffde;
1120;1120;Kartverket;Gyldig;29.11.2017;1;Klepp;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1120/6822a56e-be2e-4553-b13c-e929b7d90da7;
1121;1121;Kartverket;Gyldig;29.11.2017;1;Time;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1121/ff289519-2229-4d5e-abd2-e80547fc09c0;
1122;1122;Kartverket;Gyldig;29.11.2017;1;Gjesdal;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1122/0c4e0e85-1c8c-4ce3-86a7-9af0cfe19504;
1124;1124;Kartverket;Gyldig;29.11.2017;1;Sola;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1124/a57ab69f-eab3-471c-9523-02f8380fda7a;
1127;1127;Kartverket;Gyldig;29.11.2017;1;Randaberg;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1127/66e2593a-b077-4a1d-b43d-22842d22bf95;
1129;1129;Kartverket;Utgått;29.11.2017;1;Forsand;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1129/c9a5a525-ae89-4277-b074-72714a63ebdb;
1130;1130;Kartverket;Gyldig;29.11.2017;1;Strand;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1130/e08c48fc-ad16-484d-9031-d9b3c84c9b19;
1133;1133;Kartverket;Gyldig;29.11.2017;1;Hjelmeland;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1133/70fae351-cb47-4f89-b1c2-8b8ef399797b;
1134;1134;Kartverket;Gyldig;29.11.2017;1;Suldal;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1134/bf6cca34-9296-4164-ad1b-04fcc64944c0;
1135;1135;Kartverket;Gyldig;29.11.2017;1;Sauda;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1135/d2789a0a-35e6-4b20-a336-bd5201c39b3c;
1141;1141;Kartverket;Utgått;29.11.2017;1;Finnøy;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1141/43ef3a3b-03a4-46bc-abe2-cb105e13a7e7;
1142;1142;Kartverket;Utgått;29.11.2017;1;Rennesøy;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1142/5310b516-99e6-4459-97e0-7aeaccc43adb;
1144;1144;Kartverket;Gyldig;29.11.2017;1;Kvitsøy;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1144/57848a62-e097-45f8-960b-8e5aba95d63b;
1145;1145;Kartverket;Gyldig;29.11.2017;1;Bokn;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1145/6f6fdce8-31ec-4d37-b425-ea5870fcf3c9;
1146;1146;Kartverket;Gyldig;29.11.2017;1;Tysvær;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1146/804d7846-6b2b-4a54-87a6-909d606d7b5e;
1149;1149;Kartverket;Gyldig;29.11.2017;1;Karmøy;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1149/dbf55990-37a0-4667-ac48-a1810844cab9;
1151;1151;Kartverket;Gyldig;29.11.2017;1;Utsira;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1151/8f9cc009-9792-46be-9d14-660eb513ea35;
1154;1154;Kartverket;Utgått;29.11.2017;1;Vindafjord;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1154/bcf8b9ac-d29c-4796-9e0e-d53c5505c7cb;
1159;1159;Kartverket;Utgått;29.11.2017;1;Ølen;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1159/a0318f8f-c570-45fd-a918-9a4e75362ee2;
1160;1160;Kartverket;Gyldig;29.11.2017;1;Vindafjord;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1160/57372cf7-1490-47d5-8a1c-dbbd2252a3a0;
1201;1201;Kartverket;Utgått;29.11.2017;1;Bergen;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1201/869a6fb6-7ac1-4765-922e-bde80e65d135;
1211;1211;Kartverket;Utgått;29.11.2017;1;Etne;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1211/fcfa8040-0c77-4cf7-99b2-bd1dfbb02333;
1214;1214;Kartverket;Utgått;29.11.2017;1;Ølen;;;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1214/4572f36c-edfd-4ec8-8f92-7686bcec9473;
1216;1216;Kartverket;Utgått;29.11.2017;1;Sveio;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1216/d9db0d3e-4bee-4a02-9421-aacd338e7f94;
1219;1219;Kartverket;Utgått;29.11.2017;1;Bømlo;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1219/264f447b-3ddb-465e-8354-d45a1d22da74;
1221;1221;Kartverket;Utgått;29.11.2017;1;Stord;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1221/6d0e35e9-3cda-40c9-bf29-e06f49f8152b;
1222;1222;Kartverket;Utgått;29.11.2017;1;Fitjar;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1222/3a60aece-6c70-40ca-b1ba-27cbc7018516;
1223;1223;Kartverket;Utgått;29.11.2017;1;Tysnes;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1223/24f589d7-fa20-40e5-abd8-debc2d8842bf;
1224;1224;Kartverket;Utgått;29.11.2017;1;Kvinnherad;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1224/4ca9d7b3-294b-4c76-b8e6-2c50ec9c9864;
1227;1227;Kartverket;Utgått;29.11.2017;1;Jondal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1227/e016e1c3-41cb-44a1-a24f-d54562b34526;
1228;1228;Kartverket;Utgått;29.11.2017;1;Odda;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1228/9f2ce3e5-bc86-4b6d-b9ac-95c004928980;
1231;1231;Kartverket;Utgått;29.11.2017;1;Ullensvang;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1231/9f3ad51a-80c7-442c-be3c-01749a492df2;
1232;1232;Kartverket;Utgått;29.11.2017;1;Eidfjord;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1232/c6633c5d-f032-4625-8cd3-d562db7debe1;
1233;1233;Kartverket;Utgått;29.11.2017;1;Ulvik;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1233/ca7ae1f4-e971-4070-a173-ba4c0cc1ffb8;
1234;1234;Kartverket;Utgått;29.11.2017;1;Granvin;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1234/afe8e256-8c9b-4a74-9400-d5ddb932d7ad;
1235;1235;Kartverket;Utgått;29.11.2017;1;Voss;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1235/c8791a29-56f9-425a-89d0-a9909f60966a;
1238;1238;Kartverket;Utgått;29.11.2017;1;Kvam;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1238/d25bd4b4-2c8e-49c7-b252-2cab8e45d167;
1241;1241;Kartverket;Utgått;29.11.2017;1;Fusa;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1241/47d5f33f-f7cd-4643-b36f-0c80723c3cef;
1242;1242;Kartverket;Utgått;29.11.2017;1;Samnanger;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1242/9d6580a0-c604-4bba-98d4-7d9748cf7550;
1243;1243;Kartverket;Utgått;29.11.2017;1;Os i Hordaland;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1243/b81247b4-9624-4586-bae6-5829c0fc4f78;
1244;1244;Kartverket;Utgått;29.11.2017;1;Austevoll;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1244/9330a1a4-e5d6-4608-b7cf-b0762742497e;
1245;1245;Kartverket;Utgått;29.11.2017;1;Sund;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1245/2982da90-34a2-4376-829d-f203a460621b;
1246;1246;Kartverket;Utgått;29.11.2017;1;Fjell;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1246/2a84a163-6fb1-4398-9568-5dcc391d316e;
1247;1247;Kartverket;Utgått;29.11.2017;1;Askøy;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1247/c178a5f0-409f-4e26-b767-2eac39e52b48;
1251;1251;Kartverket;Utgått;29.11.2017;1;Vaksdal;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1251/c70a2366-c5bf-4a82-9afa-d2d79feb7ba2;
1252;1252;Kartverket;Utgått;29.11.2017;1;Modalen;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1252/ed6100a8-3565-4285-8cbd-57bafb1e0912;
1253;1253;Kartverket;Utgått;29.11.2017;1;Osterøy;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1253/af09aa05-1147-4ff8-baad-c40d0dcc9ff2;
1256;1256;Kartverket;Utgått;29.11.2017;1;Meland;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1256/2320f07c-c26b-439d-b5df-2423861ce975;
1259;1259;Kartverket;Utgått;29.11.2017;1;Øygarden;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1259/bd5bd7e9-f02a-4a7a-b88e-47ddad0037f2;
1260;1260;Kartverket;Utgått;29.11.2017;1;Radøy;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1260/1f1f950a-b89b-40f3-9581-8dcc920d2394;
1263;1263;Kartverket;Utgått;29.11.2017;1;Lindås;;31.12.2019 00.00.00;https://register.geonorge.no/sosi-kodelister/kommunenummer-alle/1263/0d1e31b0-90b3-4a47-8364-00b402e1e84e;
